QueryAnswer	Relevant	Sigmoid
Query: Душ в рабочее время Document: Ответ зависит от того, должны ли сотрудники принимать душ по окончании работы или они это делают по своей инициативе. Если требования охраны труда предусматривают использование спецодежды и сотрудники обязаны для работы переодеваться, то время на переодевание относится к рабочему времени. Такое разъяснение дают специалисты Роструда. Relevant: 	Правда	0.974020779132843
Query: изменения октябрь Document: Изменились правила подачи уведомлений по НДФЛ и другим налогам, уточнили порядок признания средств по ЕНП, в счете-фактуре появился новый реквизит, а МСП обязаны платить акциз со сладких напитков. Изменение в сфере кадров – установили новые штрафы для работодателей по воинскому учету. Relevant: 	Правда	0.9520063996315002
Query: справочник отчетность полугодие Document: В справочнике — все отчеты за полугодие и II квартал 2023 года с образцами и правилами заполнения, которые одобрили их разработчики. К отчетам есть изменения, которые важно учесть в эту отчетную кампанию, а также видеоинструкции и сервисы, чтобы упростить заполнение отчетности. Relevant: 	Правда	0.9701302647590637
Query: изменения октябрь Document: Изменились правила подачи уведомлений по НДФЛ и другим налогам, уточнили порядок признания средств по ЕНП, в счете-фактуре появился новый реквизит, а МСП обязаны платить акциз со сладких напитков. Изменение в сфере кадров – установили новые штрафы для работодателей по воинскому учету. Relevant: 	Правда	0.9520063996315002
Query: Добрый день, подскажите нужно ли сдавать отчет в военкомат ИП ? Document: Чтобы заполнить отчет по форме № 6, руководствуйтесь порядком, который установлен в письме Минкультуры от 03.11.2003 № 125-01-16/24.Так, когда заполняете отчет, в нем укажите такие сведения:наименование должностей и профессий сотрудников;численность сотрудников по каждой должности и профессии;численность военнообязанных с разбивкой по званиям;количество забронированных и незабронированных военнообязанных и др.Скачайте заполненный образец отчета по форме № 6 Relevant: 	Ложь	0.9141302108764648
Query: ндфл Document: Мы собрали ответы на самые частые запросы в Системе про НДФЛ: о последних изменениях, налогооблагаемых доходах, отчетности. Все, что нужно знать бухгалтеру об НДФЛ, – в этой рекомендации. Relevant: 	Правда	0.9599519371986389
Query: ПФР Document: Пени ИФНС начисляет с совокупной задолженности, а не по каждому налогу и взносу отдельно. Пени по взносам на травматизм, которые вы платите в Социальный фонд, начисляют в прежнем порядке. Расчет пеней для организаций и ИП отличается. В рекомендации — как рассчитать пени по налогам и взносам, платежам ИП, перечислить и отразить пени в учете. Relevant: 	Правда	0.9249566197395325
Query: изменения с сентября Document: Изменили правила заполнения путевых листов и правила оформления результатов спецоценки, ввели новые штрафы, дистанционный медосмотр и нормы естественной убыли. Кроме этого, начнет действовать новый порядок предоставления выходных дней для ухода за детьми-инвалидами – теперь использовать такие дни стало удобнее.Читайте в материале о более чем 20 изменениях в работе с сентября. Relevant: 	Правда	0.9697941541671753
Query: изменения октябрь 2023 Document: Изменились правила подачи уведомлений по НДФЛ и другим налогам, уточнили порядок признания средств по ЕНП, в счете-фактуре появился новый реквизит, а МСП обязаны платить акциз со сладких напитков. Изменение в сфере кадров – установили новые штрафы для работодателей по воинскому учету. Relevant: 	Правда	0.9561928510665894
Query: чек лист на октябрь Document: В чек-листе дела, которые важно сделать в этом месяце организациям, ИП и физлицам. Мы расположили все дела, начиная с обязательных для всех до выгодных. Для каждого есть инструкции, справочники и образцы. Relevant: 	Правда	0.9700718522071838
Query: образец платежки на 02.10.2023 единого налогового платежа Document: В справочнике — актуальные образцы платежек на 2023 год с правилами заполнения. Есть также интерактивный помощник, который подберет нужный образец под вашу ситуацию. Relevant: 	Правда	0.9522900581359863
Query: чек лист на октябрь Document: В чек-листе дела, которые важно сделать в этом месяце организациям, ИП и физлицам. Мы расположили все дела, начиная с обязательных для всех до выгодных. Для каждого есть инструкции, справочники и образцы. Relevant: 	Правда	0.9700718522071838
Query: командировка в тот же город Document: Поездка сотрудника в пределах местности, где он трудится, командировкой не признается. Суточные выплачивать не надо. Это связано с тем, что сотрудник имеет возможность возвращаться каждый день домой. Relevant: 	Ложь	0.9139229655265808
Query: чек лист Document: В чек-листе дела, которые важно сделать в этом месяце организациям, ИП и физлицам. Мы расположили все дела, начиная с обязательных для всех до выгодных. Для каждого есть инструкции, справочники и образцы. Relevant: 	Правда	0.9474535584449768
Query: Добрый день. Подскажите, можно ли в Московской области оформить патент н деятельности фитобара? Document: Регионы сами устанавливают, на какую деятельность выдавать патенты, сколько патенты должны стоить. Стоимость патента зависит от потенциально возможного годового дохода, который в каждом регионе свой и не ограничен НК, от физических показателей, а в некоторых регионах — еще от специальных коэффициентов. Смотрите значения этих параметров в региональных законах из таблицы. Relevant: 	Правда	0.9577456712722778
Query: отчетность за 9 месяцев Document: В справочнике – все отчеты в налоговую и СФР за 9 месяцев и III квартал 2023 года с образцами и правилами заполнения, которые одобрили их разработчики. К отчетам есть изменения, которые важно учесть в эту отчетную кампанию, а также видеоинструкции и сервисы, чтобы упростить заполнение и сдачу отчетности.  Relevant: 	Правда	0.9614353179931641
Query: Изменения октябрь Document: Изменились правила подачи уведомлений по НДФЛ и другим налогам, уточнили порядок признания средств по ЕНП, в счете-фактуре появился новый реквизит, а МСП обязаны платить акциз со сладких напитков. Изменение в сфере кадров – установили новые штрафы для работодателей по воинскому учету. Relevant: 	Правда	0.9529296159744263
Query: пояснение о расхождении вычетов в декларации по усн доходы на сумму больничных за счет работадателя Document: Инспекторы могут запросить пояснения по отчетности на спецрежиме. Чаще всего ИФНС сверяют показатели декларации по УСН с бухгалтерской отчетностью и выписками по расчетному счету. При расхождениях будьте готовы их пояснить. Готовые формулировки для ответов можно взять из образцов ниже. Relevant: 	Правда	0.9483311176300049
Query: здравствуйте, взяли в лизинг помещение , его предполагаем сдавать в аренду, пока идут подготовительные работы, как и в какой момент в НУ отражать в расходах лизинговые платежи, кот уже идут Document: Лизинговый платеж — это общая сумма платежей по договору лизинга за весь его срок. Размер, условия и сроки внесения платежей определяются договором.В лизинговые платежи входит:возмещение затрат лизингодателя на приобретение, передачу предмета лизинга и оказание других услуг;доход лизингодателя (маржа);выкупная стоимость предмета лизинга.В договоре не указывают, какие именно затраты и какая доходность заложена в сделку. Платеж устанавливают в твердой, переменной или комбинированной величине. Relevant: 	Правда	0.9600678086280823
Query: добрый день подскажите как сменить генерального директора в ООО. сначала нужно получить ЭЦП на имя нового ген директора а потом привязывать генерального директора в госуслугах Document: Чтобы сменить генерального директора, надо уволить прежнего и назначить нового. Обычно решение этого вопроса находится в компетенции общего собрания участников. Для замены директора следуйте алгоритму. Relevant: 	Правда	0.9677953124046326
Query: изменения сентября Document: Изменили правила заполнения путевых листов и правила оформления результатов спецоценки, ввели новые штрафы, дистанционный медосмотр и нормы естественной убыли. Кроме этого, начнет действовать новый порядок предоставления выходных дней для ухода за детьми-инвалидами – теперь использовать такие дни стало удобнее.Читайте в материале о более чем 20 изменениях в работе с сентября. Relevant: 	Правда	0.971747100353241
Query: Премия во время болезни Document: Включать в локальный акт условие о лишении сотрудника премии в связи с болезнью в период, за который выдается премия, неправомерно. Вместе с тем, порядок выплаты премий работодатели устанавливают самостоятельно. В частности, в локальном акте можно предусмотреть такие условия, при которых премия будет выплачиваться только за фактически отработанное время. В таком случае речь уже будет идти не о лишении, а о порядке выплаты премии, в определении которого работодателям предоставлена свобода. Relevant: 	Правда	0.9614072442054749
Query: Добрый день! Подскажите пожалуйста, если ИП исключили из госреестра как недействующее, то может ли этот человек сразу быть назначен в ООО директором, или необходимо ждать три года? Document: Чтобы снять полномочия с действующего директора и возложить их на нового, АО нужно провести общее собрание. Решение собрания нужно оформить протоколом. В протоколе нужно указать обязательные сведения (п. 4, 5 ст. 181.2 ГК). Если в организации только один учредитель, назначение генерального директора оформляют решением единственного акционера. Relevant: 	Правда	0.9463843703269958
Query: изменения октябрь 2023 Document: Изменились правила подачи уведомлений по НДФЛ и другим налогам, уточнили порядок признания средств по ЕНП, в счете-фактуре появился новый реквизит, а МСП обязаны платить акциз со сладких напитков. Изменение в сфере кадров – установили новые штрафы для работодателей по воинскому учету. Relevant: 	Правда	0.9561928510665894
Query: ндс при экспорте Document: Экспорт товаров облагают НДС. Однако при экспорте ставка налога отличается от обычных и составляет 0 процентов. При вывозе товаров на экспорт НДС надо рассчитывать по единым правилам независимо от того, куда экспортируются товары. Исключение: экспорт товаров в страны ЕАЭС. Relevant: 	Правда	0.9711346626281738
Query: изменение октября Document: Изменились правила подачи уведомлений по НДФЛ и другим налогам, уточнили порядок признания средств по ЕНП, в счете-фактуре появился новый реквизит, а МСП обязаны платить акциз со сладких напитков. Изменение в сфере кадров – установили новые штрафы для работодателей по воинскому учету. Relevant: 	Правда	0.9536303281784058
Query: чек лист октябрь Document: В чек-листе дела, которые важно сделать в этом месяце организациям, ИП и физлицам. Мы расположили все дела, начиная с обязательных для всех до выгодных. Для каждого есть инструкции, справочники и образцы. Relevant: 	Правда	0.9649153351783752
Query: Добрый день! Подскажите какие штрафы на сегодняшний день существуют за несвоевременную подачу персонифицированных сведений по сотрудникам ООО? Document: Специальных норм ответственности за непредставление или несвоевременное представление персонифицированных сведений НК не содержит. Привлекать к ответственности ИФНС будет по общей статье 126 НК. Штраф за нарушение по этой статье — 200 руб. за один отчет, неважно, сколько лиц в нем отражено. Relevant: 	Правда	0.9603798985481262
Query: мне нужна платёжка при оплате единого налогового платежа Document: В поле 101 платежки по ЕНП указывают код статуса плательщика «01». В поле 102 вместо КПП российские организации ставят «0», но вправе указать КПП плательщика. В полях 106–109 платежки по ЕНП вместо основания платежа, номера и даты документа — основания платежа укажите «0». Правила заполнения всех реквизитов платежки по ЕНП с учетом новых правил, утвержденных приказом Минфина от 30.12.2022 № 199н, — в таблице ниже. Relevant: 	Правда	0.9586734175682068
Query: Добрый день, вышлите пожалуйста методику, положение по годовой инвентаризации. Document: Инвентаризацию проводят в обязательном порядке или добровольно, по решению руководителя. В рекомендации – как провести инвентаризацию, а также учесть излишки и недостачи в каждой ситуации по правилам Методических указаний по инвентаризации (утв. приказом Минфина от 13.06.1995 № 49). ФСБУ 28/2023 станет обязательным с 1 апреля 2025 года, но на него можно перейти досрочно. Relevant: 	Правда	0.9420754313468933
Query: Добрый день. Нужно ли работодателю подавать какие-либо отчеты в военкомат? Document: Сдавайте в военкомат карточку учета организации по форме № 18. Организации, которые ведут бронирование работников, дополнительно представляют отчет по форме № 6 и сведения по форме № 19. Также отправляйте в военкомат уведомления о приеме и увольнении сотрудников. Какие сведения и в какие сроки нужно подать отчеты в военкомат, смотрите в таблице. Relevant: 	Правда	0.9518429636955261
Query: ДОБРЫЙ ДЕНЬ. Хотим подать иск в Арбитражный суд. Вопрос по оплате госпошлины - Платим на единый налоговый счет на КБК 18210801000011050110? Уведомление на пошлину надо подавать? Document: Госпошлину, в отношении которой судом выдан исполнительный документ, перечисляйте в качестве ЕНП. В остальных случаях оформляют отдельную платежку (п. 2 ст. 11, п. 1 ст. 58 НК). Relevant: 	Ложь	0.9334666132926941
Query: сверка Document: В рекомендации – полный путеводитель, как пройти сверку с налоговой инспекцией и узнать сальдо расчетов по ЕНП и ЕНС. Вы узнаете, как составить и подать заявление на сверку, заявление на справку о сальдо, при помощи сервиса сможете выбрать нужный образец заявления. Вы получите инструкцию, что делать, если не согласны с данными налоговой инспекции, а также как отразить итоги сверки в учете. Relevant: 	Правда	0.952366054058075
"Query: Добрый день! Компания производитель, является субъектом МСП, соответственно акциз на сахаросодержащие напитки должна начислять на реализованную продукцию с 1 октября 2023 год.

Подскажите, если на 1 октября есть остатки продукции, произведенные в сентябре – нужно ли на эту продукцию начислять акциз при реализации или акциз начисляется только на продукцию, произведенную в октябре? Document: В перечень подакцизных товаров с 1 июля 2023 года включили сахаросодержащие напитки. Организации и ИП – производители таких товаров, которые совершают операции, указанные в подпунктах 1—13 пункта 1 статьи 182 НК, признаются плательщиками акцизов. Также уплачивать акциз обязаны импортеры сахаросодержащих напитков. Для предприятий малого и среднего бизнеса обязанность исчислять акциз перенесли на 1 октября 2023 года. Как платить акциз на сахаросодержащие напитки – в рекомендации. Relevant: "	Правда	0.9428479671478271
Query: Здравствуйте. Для подтверждения имущественного вычета при продаже квартиры по пп.3 п. 1 ст. 220 НК необходимы именно платежные документы или достаточно просто договора на покупку жилья? Document: В налоговой инспекции вычет можно получить в обычном порядке по 3-НДФЛ, и в упрощенном – по заявлению в личном кабинете налогоплательщика на nalog.ru.  В рекомендации – какие документы нужны, чтобы получить вычет в налоговой инспекции, подтвердить право собственности и понесенные расходы. Здесь же – когда заявить вычет и что делать, если он использован не полностью. Relevant: 	Правда	0.9350794553756714
Query: ндфл Document: Мы собрали ответы на самые частые запросы в Системе про НДФЛ: о последних изменениях, налогооблагаемых доходах, отчетности. Все, что нужно знать бухгалтеру об НДФЛ, – в этой рекомендации. Relevant: 	Правда	0.9599519371986389
Query: при увольнения какой отчет сдать Document: При увольнении работника подайте в СФР сведения о трудовой деятельности по форме ЕФС-1 не позже следующего рабочего дня после даты издания приказа. Если работник выходит на пенсию, подайте на него в СФР сведения о стаже по форме ЕФС-1. Срок — три календарных дня со дня, когда сотрудник напишет заявление о представлении индивидуальных сведений, либо со дня поступления запроса от СФР. Остальные отчеты, в частности 6-НДФЛ, РСВ, персонифицированные сведения о физлицах, подайте в обычные сроки. Relevant: 	Правда	0.9676580429077148
Query: изменения сентября Document: Изменили правила заполнения путевых листов и правила оформления результатов спецоценки, ввели новые штрафы, дистанционный медосмотр и нормы естественной убыли. Кроме этого, начнет действовать новый порядок предоставления выходных дней для ухода за детьми-инвалидами – теперь использовать такие дни стало удобнее.Читайте в материале о более чем 20 изменениях в работе с сентября. Relevant: 	Правда	0.971747100353241
Query: какими документами оформить эту помощь? Document: Какие документы оформить. Благотворительность не связана с коммерческими целями организации, поэтому фактически она оказывается за счет чистой прибыли. Решение об использовании чистой прибыли могут принять только собственники компании, если иное не прописано в уставе общества (подп. 3 п. 2 ст. 67.1, п. 4 ст. 66 ГК). Необходимо получить решение собственников на оказание благотворительной помощи и пожертвования. Остальной пакет документов зависит от того, кто получает помощь и что передаете. Relevant: 	Правда	0.9584384560585022
Query: воинский учет Document: Чтобы организовать и вести воинский учет в организации, сначала определите количество и обязанности сотрудников, которые будут вести учет. Затем составьте план работ по ведению воинского учета и согласуйте его с военкоматом. Отправляйте в военкомат сведения о сотрудниках и отчеты, которые требует закон. Подробнее о порядке воинского учета и обязательных документах читайте в рекомендации. Relevant: 	Правда	0.9662405848503113
Query: ндфл Document: Мы собрали ответы на самые частые запросы в Системе про НДФЛ: о последних изменениях, налогооблагаемых доходах, отчетности. Все, что нужно знать бухгалтеру об НДФЛ, – в этой рекомендации. Relevant: 	Правда	0.9599519371986389
Query: Добрый день! Нужен доступ к расчетчику зарплат Document: У вас как у пользователя Системы есть бесплатный доступ к электронному сервису Расчетчик зарплат. Это набор онлайн-калькуляторов для расчета выплат из среднего заработка: больничных, декретных и детских пособий, отпускных, командировочных, компенсации за неиспользованный отпуск. Также смотрите подборку калькуляторов для расчета отпуска. Relevant: 	Правда	0.969173789024353
Query: здравствуйте ! какие отчеты нужно сдавать в военкомат Document: Сдавайте в военкомат карточку учета организации по форме № 18. Организации, которые ведут бронирование работников, дополнительно представляют отчет по форме № 6 и сведения по форме № 19. Также отправляйте в военкомат уведомления о приеме и увольнении сотрудников. Какие сведения и в какие сроки нужно подать отчеты в военкомат, смотрите в таблице. Relevant: 	Правда	0.9689204692840576
Query: Здравствуйте. Какой отчет сейчас нужно сдавать в военкомат? Document: Вот ссылка по вашему вопросу https://links.action-media.ru/nYTv Relevant: 	Правда	0.9358841776847839
Query: Добрый день! Нужна информация по проведению видео инвентаризации на удаленных объектах. Спасибо! Document: Удаленная инвентаризация с помощью видеофиксации прямо не прописана в положениях, но и не запрещена. Она может понадобиться, если один или несколько членов комиссии заболели или не смогли приехать. Ведь эти причины не освобождают организацию от обязанности проводить годовую инвентаризацию. Вместо удаленной инвентаризации можно предусмотреть резервный состав членов комиссии на случай болезни или перенести срок инвентаризации. Relevant: 	Правда	0.9738654494285583
Query: как подать уведомление для енп на ндпи? Какой КБК нужно указывать? Document: В уведомлении по ЕНП в поле 3 раздела «Данные» укажите КБК конкретного налога или страхового взноса. Не указывайте в уведомлении КБК по ЕНП, он предназначен для платежек. Все КБК – в таблице. Relevant: 	Правда	0.954279363155365
Query: добрый день. Подскажите может ли самозанятый сдавать имущество в аренду если он его сам арендует? И какие должны документы? Document: Чтобы учесть расходы при расчете налога на прибыль или УСН, нужен чек из приложения «Мой налог», который выдал самозанятый. В чеке должны быть указаны ИНН самозанятого гражданина, наименование услуги, работы либо товара и сумма расчета. Электронный или печатный чек – не важно. Чтобы подтвердить расходы, дату и факт их исполнения, необходим акт об оказании услуг от самозанятого (информация ФНС от 26.08.2021). Relevant: 	Ложь	0.8973644971847534
Query: Как уведомить налоговую, что учредитель вышел из состава в иностранной компании? Document: Размер процентов можно указать в договоре. Если такой оговорки нет, организация должна выплатить заимодавцу проценты по ключевой ставке, действующей в соответствующие периоды.Порядок уплаты процентов тоже можно предусмотреть в договоре. Если условие отсутствует, выплачивайте проценты ежемесячно до дня возврата займа (кредита) включительно.Условие о беспроцентном займе должно быть указано в договоре. Заем в натуральной форме по умолчанию является беспроцентным (ст. 809, п. 2 ст. 819 ГК). Relevant: 	Ложь	0.9094442129135132
